"","Age","Gender","Weight..kg.","Height..m.","Max_BPM","Avg_BPM","Resting_BPM","Session_Duration..hours.","Calories_Burned","Workout_Type","Fat_Percentage","Water_Intake..liters.","Workout_Frequency..days.week.","Experience_Level","BMI","Daily.meals.frequency","Physical.exercise","Carbs","Proteins","Fats","Calories","meal_name","meal_type","diet_type","sugar_g","sodium_mg","cholesterol_mg","serving_size_g","cooking_method","prep_time_min","cook_time_min","rating","Name.of.Exercise","Sets","Reps","Benefit","Burns.Calories..per.30.min.","Target.Muscle.Group","Equipment.Needed","Difficulty.Level","Body.Part","Type.of.Muscle","Workout","BMI_calc","cal_from_macros","pct_carbs","protein_per_kg","pct_HRR","pct_maxHR","cal_balance","lean_mass_kg","expected_burn","Burns.Calories..per.30.min._bc","Burns_Calories_Bin"
"46",37.35,"Female","88.65","1.79",182.36,137.78,67.81,1.74,2490.11,"HIIT",29.5974904993758,3.47,5.04,3,27.67,3.01,4,428.87,171.53,113.84,2621,"Other","Lunch","Balanced",42.99,891.54,16.44,309.1,"Boiled",28.96,42.46,1.1,"Russian Twists",3.99,21.86,"Combines lower body and upper body strength",373.65,"Chest, Triceps","Kettlebell","Beginner","Abs","Middle","Pull-ups",27.6676757903936,3426.16,0.500700492679852,1.93491257755217,0.610824967263204,0.755538495284053,130.89,62.4118246723033,1300.302,1.47554281174722e+20,"Very High"
"47",21.24,"Female","80.78","1.9",193.85,137.76,55.01,1.8,2575.98,"HIIT",22.6918319466272,3.5,4.01,3,22.38,3.01,-0.01,162.37,63.98,42.89,2174,"Other","Breakfast","Paleo",38.15,926.5,217.13,211.58,"Baked",38.32,9.49,4.12,"Russian Twists",5.01,17.95,"Targets lower abs",355.67,"Upper Back, Rear Deltoids","None or Dumbbells","Beginner","Forearms","Middle","Military press",22.3767313019391,1291.41,0.502923161505641,0.792027729636049,0.596009795447998,0.710652566417333,-401.98,62.4495381535146,1280.412,98624405212922609664,"High"
"48",25.76,"Female","70.53","1.5",182.39,142.14,53.94,1.15,1011.08,"Cardio",30.9193189978941,2.6,1.97,1,31.35,3,-0.04,217.65,85.89,58.01,1839,"Other","Snack","Paleo",4.67,2179.93,116.05,240.22,"Fried",37.85,112.78,4.85,"Seated Rows",5.01,21.05,"Strengthens lower abs",368.91,"Back, Core, Shoulders","Cable Machine or Resistance Band","Intermediate","Legs","Upper","Pull-ups",31.3466666666667,1736.25,0.501425485961123,1.21777966822629,0.686648501362398,0.779319041614124,827.92,48.7226043107853,848.493,1.3293965745309e+20,"Very High"
"49",40.09,"Male","54.73","1.61",183.75,157.78,64.12,1.55,1209,"Yoga",22.6097543913902,2.71,3.98,3,21.11,2,0.02,274.39,109.75,73.35,1549,"Other","Lunch","Balanced",31.52,1792.05,43.21,315.25,"Steamed",52.11,112.34,2.86,"Calf Raises",4.99,18.01,"Improves balance and leg strength",333.31,"Rear Deltoids, Upper Back","Kettlebell","Beginner","Chest","Triceps","Dumbbell rows",21.1141545465067,2196.71,0.499638095151385,2.00529873926549,0.782913984786425,0.858666666666667,340,42.3556814215922,1033.261,58030605925335359498,"Low"
"50",32.59,"Male","52.75","1.66",190.86,128.92,71.91,1.26,1248.53,"Strength",23.5655690936582,2.49,2.96,1,19.14,3.01,0,247.09,98.22,66.16,1446,"Other","Dinner","Vegetarian",2.48,107,201.6,143.15,"Baked",9.95,42.06,4.78,"Reverse Lunges",4,24.13,"Targets obliques and improves core rotation",350.36,"Lower Abs","Step or Box","Advanced","Back","Quads","Dumbbell rows",19.1428364058644,1976.68,0.500010117975595,1.86199052132701,0.479277007145859,0.675468930105837,197.47,40.3191623030953,882.9072,87221112150222684160,"High"
"51",52.62,"Female","84.36","1.76",164.87,137.25,69.2,1.68,1308.38,"Yoga",26.9016450377949,3.5,5.01,2,27.23,1.99,0.02,251.88,100.12,66.98,2285,"Other","Breakfast","Paleo",8.63,1561.45,81.35,146.05,"Grilled",10.45,87.04,4.32,"Russian Twists",4.01,22.96,"Improves flexibility",351.92,"Calves","Box or Platform","Beginner","Back","Posterior","Crunches",27.2339876033058,2010.82,0.501049323161695,1.18681839734471,0.71129925786558,0.832474070479772,976.62,61.6657722461162,1182.4512,90444471415829790720,"High"
"52",58.93,"Female","59.66","1.76",193.79,120.64,52.98,1.72,1787.42,"Cardio",21.5207636441273,2.7,5,2,19.26,3.03,0.01,201.78,80.95,53.99,1789,"Other","Lunch","Vegetarian",34.91,2130.37,126.94,450.97,"Baked",59.47,65.86,2.34,"Deadlift",5.01,14.96,"Strengthens core and improves mobility",337.04,"Core","None or Dumbbells","Beginner","Legs","Upper","Chest flyes",19.2600723140496,1616.83,0.499199049992887,1.35685551458264,0.480505645905831,0.622529542288044,1.57999999999993,46.8207124099136,1159.4176,63552197837968515072,"Low"
"53",52.03,"Female","59.98","1.71",169.37,151.06,58.16,1.24,1499.04,"HIIT",21.9231615723552,2.02,2.97,1,20.51,2.04,-0.02,178.89,72.16,48.06,1648,"Other","Lunch","Vegan",28.52,1033.56,161.98,423.53,"Steamed",50.01,116.84,3.49,"Plyo Squats",3,11.85,"Improves posture and strengthens upper back",199.88,"Core, Shoulders, Hips","Resistance Band or Cable Machine","Advanced","Shoulders","Posterior","Decline dumbbell flyes",20.5122943811771,1436.74,0.49804418335955,1.20306768922974,0.835356532685909,0.891893487630631,148.96,46.8304876889013,495.7024,894444018062853376,"Low"
"54",30.75,"Female","76.83","1.62",174.06,127.01,73.99,1.39,999.97,"Yoga",28.9754494022881,2.29,3.97,1,29.28,1.99,1.99,312.47,125.01,83.31,2268,"Other","Dinner","Balanced",42.56,1154.1,83.18,467.17,"Steamed",18.18,28.11,2.27,"Wall Angels",4,17.11,"Strengthens lower abs",345.11,"Shoulders, Upper Back","Box or Platform","Advanced","Chest","Lower Chest","Barbell curls",29.2752629172382,2499.71,0.500010001160135,1.62709878953534,0.529829119616269,0.729690911180053,1268.03,54.5681622242221,959.4058,77101530369078362112,"Medium"
"55",29.01,"Male","58.43","1.61",197.67,121.65,72.05,1.2,1296,"Strength",27.5459487252261,2.01,2.99,2,22.54,1.99,-0.01,220.02,87.44,58.56,1771,"Other","Lunch","Balanced",9.75,312.81,4.53,433.09,"Baked",51.03,26.98,2.89,"Mountain Climbers",4,16.03,"Improves balance and coordination",350.76,"Core, Lower Back","Pull-up Bar","Advanced","Shoulders","Quads","Dumbbell curls",22.541568612322,1756.88,0.500933472974819,1.49649152832449,0.394841585734756,0.615419638791926,475,42.3349021598504,841.824,88037846424304123904,"High"
"56",39.14,"Female","71.32","1.88",197.84,146.63,50.97,0.55,665.5,"HIIT",23.9674933045344,2.21,1.99,1,20.18,3,0,256.52,101.44,67.94,1934,"Other","Breakfast","Low-Carb",25.86,755.83,122.14,106.63,"Fried",40.21,114.88,4.09,"Deadlift",5.01,20.01,"Improves posture and back strength",367.32,"Glutes, Hamstrings","Dumbbells or Barbell","Advanced","Shoulders","Wrist Flexors","Pull-ups",20.1788139429606,2043.3,0.502168061469192,1.42232192933259,0.651324300401716,0.741154468257177,1268.5,54.226383775206,404.052,1.28330474758872e+20,"Very High"
"57",39.08,"Male","55.58","1.71",183.69,147.75,59.11,1.96,2039.97,"Cardio",20.3943502929873,2.7,5,3,19.01,3,-0.02,202.77,81.81,54.86,1656,"Other","Snack","Vegetarian",7.24,1222.64,185.13,439.22,"Raw",6.72,112.15,1.79,"Bear Crawls",4,15.15,"Targets obliques and improves core rotation",340.84,"Glutes, Hamstrings, Core","None or Dumbbell","Advanced","Forearms","Anterior","Plate pinch",19.0075578810574,1632.06,0.496967023271203,1.4719323497661,0.711510675870926,0.804344275681855,-383.97,44.2448201071577,1336.0928,69646524050706841600,"Medium"
"58",38.16,"Female","44.9","1.68",193.25,143.88,57.92,1.01,1092.62,"Strength",20.6683861208724,2.42,2.98,2,15.91,3,0.02,282.8,113.61,75.84,1242,"Other","Breakfast","Vegan",12.42,1212.06,4.43,343.83,"Fried",57.72,117.79,3.2,"Tricep Extensions",3.98,17.95,"Improves core stability and balance",338.1,"Triceps, Chest","Low Bar or TRX","Beginner","Legs","Posterior","Chest flyes",15.9084467120181,2268.2,0.498721453134644,2.53028953229399,0.635188058819183,0.744527813712807,149.38,35.6198946317283,682.962,65203180212301840384,"Medium"
"59",26.29,"Female","59.21","1.51",181.25,128.96,71.25,1.69,2420.42,"HIIT",24.9806225634728,2.71,4.97,3,25.97,4.01,-0.02,180.13,72.39,48.72,1872,"Other","Snack","Paleo",43.55,1533.61,81.34,126.35,"Baked",59.59,40.34,4.3,"Resistance Band Pull-Aparts",4.98,19.97,"Builds lower body power and endurance",355.43,"Core","Bench, Barbell","Beginner","Legs","Grip Strength","Incline dumbbell flyes",25.9681592912592,1448.56,0.497404318771746,1.2225975342003,0.524636363636364,0.711503448275862,-548.42,44.4189733801677,1201.3534,98082090316335497226,"High"
"60",26.92,"Male","87.68","1.63",182.88,135.14,73.97,1.75,2052.22,"Strength",29.9004229501266,3.5,4.99,3,33,4.01,3.99,410.38,163.87,109.15,2558,"Other","Dinner","Balanced",7.53,1514.17,99.7,108.68,"Boiled",13.91,21.75,3.57,"Step-ups",3.99,23.18,"Improves hip power and cardiovascular fitness",372.07,"Chest, Triceps, Shoulders","None or Dumbbell","Advanced","Shoulders","Lats","Leg raises",33.0008656705183,3279.35,0.500562611493131,1.8689552919708,0.561656413552474,0.738954505686789,505.78,61.463309157329,1302.245,1.4253342479682e+20,"Very High"
"61",45.05,"Male","63.63","1.54",199.17,133.28,58.05,1.66,1727.73,"Cardio",29.0422682211618,2.71,3.99,3,26.83,2.98,0.02,223.1,89.45,59.04,1918,"Other","Snack","Vegetarian",27.1,1515.19,280.84,424.7,"Raw",40.6,80.4,4.39,"Lateral Raises",4,25,"Targets biceps and forearms",368.48,"Shoulders","Parallel Bars or Chair","Intermediate","Chest","Upper","Barbell squats",26.8299881936246,1781.56,0.50090931543142,1.40578343548641,0.533092403628118,0.669177084902345,190.27,45.1504047308748,1223.3536,1.31679034309426e+20,"Very High"
"62",58.04,"Female","109.54","1.91",197.5,156.16,55.87,1.48,1065.6,"Yoga",30.7297143891261,2.22,3.02,2,30.03,3.01,0,306.96,122.84,81.67,2956,"Other","Dinner","Vegan",15.4,109.15,31.29,392.99,"Steamed",7.55,62.15,1.9,"Decline Push-ups",4.98,15.91,"Improves unilateral leg strength and balance",357.61,"Upper Chest, Triceps","Pull-up Bar","Advanced","Back","Wrist Extensors","Leg curls",30.0265891834105,2454.23,0.500295408335812,1.12141683403323,0.708112687989833,0.790683544303798,1890.4,75.8786708581513,1058.5256,1.03105653296377e+20,"High"
"63",56.29,"Female","125.88","1.86",196.94,129.1,63.86,1,960.8,"Cardio",35,2.2,3.04,2,36.39,2.99,0,298.21,120.07,79.45,3424,"Other","Breakfast","Low-Carb",39.98,1286.81,251.92,312.73,"Steamed",47.66,13.73,2.87,"Face Pulls",4,15.05,"Builds lower body power and endurance",366.43,"Quadriceps, Glutes","Bench or Chair","Advanced","Arms","Lower Chest","Dumbbell front raises",36.3857093305584,2388.17,0.499478680328452,0.953844931680966,0.490231439735497,0.655529602924749,2463.2,81.822,732.86,1.25812238301957e+20,"Very High"
"64",50.13,"Female","70.32","1.68",186.97,161.25,70.19,1.16,1147.36,"Strength",29.2525297694493,2.51,1.98,1,24.91,3,0.02,298.86,119.65,80.16,1861,"Other","Snack","Balanced",20.54,927.21,7.93,327.28,"Baked",46.14,62.35,1.37,"Prone Cobras",2.99,11.87,"Targets lower chest",259.05,"Upper Chest, Triceps","None or Dumbbells","Intermediate","Chest","Posterior","Triceps dips",24.9149659863946,2395.48,0.499039858399987,1.70150739476678,0.779756807672547,0.86243782424988,713.64,49.7496210661232,600.996,7413203192309459968,"Low"
"65",56.77,"Male","85.56","1.69",189.23,132.57,50.08,1.77,1842.22,"Cardio",28.5981672652933,3.49,5,3,29.96,3.01,-0.02,200.87,80.59,53.75,2366,"Other","Snack","Keto",11.46,322.63,277.93,361.5,"Grilled",55.34,54.96,1.81,"Burpees",5.02,23.99,"Strengthens lower abs and hip flexors",346.69,"Back, Hamstrings, Glutes","Cable Machine or Resistance Band","Advanced","Chest","Lats","Crunches",29.9569342810126,1609.59,0.499183021763306,0.941912108461898,0.592813510600072,0.700576018601702,523.78,61.0914080878151,1227.2826,8.0032535826279e+19,"Medium"
"66",33.93,"Female","64.38","1.78",169.13,144.15,63.97,1.33,1438.79,"Strength",22.6807538281934,1.79,4.02,2,20.32,2.98,0,211.62,84.99,57.28,1731,"Other","Snack","Vegetarian",12.74,1487.92,167.3,488.42,"Raw",8.11,118.32,0.99,"Pull-ups",3.99,23.06,"Targets obliques and improves core rotation",364.26,"Lower Back, Glutes","Kettlebell","Beginner","Forearms","Posterior","Military press",20.319404115642,1701.96,0.497355989564972,1.32013047530289,0.762457208063903,0.852302962218412,292.21,49.7781306854091,968.9316,1.19853246385477e+20,"Very High"
"67",18.77,"Male","60.51","1.59",183.97,127.79,53.03,1.15,1012.92,"Cardio",27.3023672798714,2.21,2.04,1,23.93,1.99,-0.05,201.97,81.36,54.63,1615,"Other","Snack","Balanced",37.38,1822.76,267.53,491.62,"Steamed",40.1,109.75,2,"Shoulder Press",2.99,8.11,"Targets biceps and forearms",249.64,"Calves","Cable Machine","Advanced","Chest","Anterior","Concentration curls",23.934970926783,1624.99,0.497159982522969,1.34457114526525,0.570948526042462,0.694624123498397,602.08,43.9893375589498,574.172,5481329790836476928,"Low"
"68",28.33,"Female","69.13","1.58",181.99,134.58,49.9,1.49,1073.69,"Yoga",28.5090264675763,2,2.98,2,27.69,3,1.01,254.78,101.9,68.03,1995,"Other","Breakfast","Vegan",2.95,1377.13,153.72,205.51,"Grilled",35.01,22.14,4.72,"Push-ups",5,24,"Builds explosive power",335.25,"Lower Abs, Hip Flexors","Dumbbells","Beginner","Abs","Middle","Dumbbell flyes",27.6918763018747,2038.99,0.499816085414838,1.47403442788948,0.641078052842759,0.739491180834112,921.31,49.4217100029645,999.045,60847423412225826816,"Low"
"69",31.96,"Male","97.49","1.96",188.46,137.25,49.93,1.36,1467.58,"Strength",26.502290685568,3.4,3.01,1,25.38,3,0.98,276.79,109.74,73.73,2502,"Other","Snack","Keto",12.48,158.78,216.12,401.47,"Boiled",7.09,5.58,4.41,"Squats",5.01,18.99,"Improves cardiovascular fitness",371.13,"Shoulders, Upper Back","Bench or Chair","Beginner","Abs","Lats","Decline dumbbell press",25.3774468971262,2209.69,0.501047658268807,1.12565391322187,0.63033277990327,0.728271251193887,1034.42,71.6529168106397,1009.4736,1.39618044535352e+20,"Very High"
"70",38.76,"Male","85.97","1.82",191.07,160.06,72.1,1.96,2807.11,"HIIT",28.1483849681787,3.5,5.03,3,25.95,3,3,250.06,99.54,66.37,2466,"Other","Lunch","Keto",31.49,967.13,195.57,416.48,"Raw",58.1,33.96,3.8,"Box Jumps",4.99,16.07,"Strengthens lower abs and hip flexors",340.61,"Full Body, Core, Shoulders","Bench or Step","Intermediate","Abs","Upper","Plate pinch",25.9539910638812,1995.73,0.501190040736973,1.15784576014889,0.739346053626965,0.837703459465117,-341.11,61.7708334428568,1335.1912,69263587363745832960,"Medium"
"71",36.52,"Male","56","1.57",182.37,123.02,52.99,0.97,961.17,"Strength",28.3735583653819,2.42,2.02,1,22.72,2.01,1,208.63,83.47,54.99,1433,"Other","Breakfast","Low-Carb",20.37,2001.7,222.22,239.06,"Roasted",8.77,23,2.2,"Rows",4.01,25.05,"Improves posture and back strength",340.72,"Upper Back, Rear Deltoids","None or Dumbbells","Advanced","Chest","Middle","Wrist extension",22.7189744005842,1663.31,0.501722469052672,1.49053571428571,0.541273767197403,0.674562702198827,471.83,40.1108073153862,660.9968,6.9446499745714e+19,"Medium"
"72",52.85,"Male","47.69","1.76",163.96,149.27,74.17,1.06,1399.2,"HIIT",19.1198656542754,1.5,3.99,2,15.4,4.01,0.01,295.15,118.76,79.09,1410,"Other","Snack","Vegan",30.5,1682.65,149.42,273.04,"Raw",51.66,118.42,3.69,"Kettlebell Swings",5.02,17.11,"Improves lower back strength",344.91,"Chest, Triceps, Shoulders","Bench or Chair","Beginner","Back","Grip Strength","Lateral raises",15.3957902892562,2367.45,0.498680014361444,2.49024952820298,0.836396035193229,0.910404976823616,10.8,38.5717360694761,731.2092,76737322190726447104,"Medium"
"73",18,"Female","64.01","1.63",161.7,120.44,73.06,0.66,580.8,"Cardio",26.8432153606049,2.19,3.01,1,24.09,3,-0.01,214.64,85.59,57.27,1758,"Other","Lunch","Vegan",43.07,2069.47,4.82,396.21,"Boiled",5.6,48.41,2.37,"Push-ups",4,24.97,"Improves posture and strengthens upper back",359.03,"Upper Chest, Triceps","Bench or Sturdy Surface","Intermediate","Abs","Wrist Flexors","Leg raises",24.0919869020287,1716.35,0.500224313222827,1.33713482268396,0.53452166064982,0.744836116264688,1177.2,46.8276578476768,473.9196,1.0649808991668e+20,"High"
"74",18,"Female","62.43","1.59",190.02,161.38,50.38,1.23,1180.8,"Cardio",26.6358117303967,2.18,4.01,2,24.69,3.01,0,217.52,86.76,58.54,1857,"Other","Lunch","Keto",15.12,1253.85,212.37,295.27,"Baked",53.46,106.89,2.16,"Kettlebell Swings",5,17.97,"Builds calf muscles",341.52,"Chest, Triceps","Resistance Band or Cable Machine","Beginner","Shoulders","Wrist Extensors","Preacher curls",24.6944345555951,1743.98,0.498904803954174,1.38971648246036,0.794901174448582,0.849279023260709,676.2,45.8012627367134,840.1392,70789577991987535872,"Medium"
"75",43.69,"Female","42.16","1.66",172.79,134.26,53.17,0.73,481.8,"Yoga",21.1382034065153,1.88,2.01,1,15.3,3.03,0.03,332.81,133.7,88.57,1142,"Other","Dinner","Keto",7.39,927.13,79.46,474.44,"Steamed",55.85,85.58,4.31,"Bird Dogs",4,20.03,"Builds unilateral leg strength and balance",335.87,"Back, Core, Shoulders","Box or Platform","Beginner","Abs","Triceps","Lateral raises",15.2997532297866,2663.17,0.499870455134295,3.17125237191651,0.677896672797191,0.777012558597141,660.2,33.2481334438132,490.3702,61772602035623378944,"Low"
"76",30.47,"Male","87.22","1.69",185.09,129.92,64.85,1.74,1810.99,"Cardio",29.3818198186701,3.51,4.01,3,30.54,3,4,293.13,116.49,78.24,2619,"Other","Dinner","Low-Carb",29.7,1928.82,61.55,153.18,"Roasted",11.15,10.84,1.87,"Plyometric Push-ups",5,17.96,"Builds lower body power",343.62,"Chest, Triceps","Barbell","Advanced","Shoulders","Triceps","Bent-over lateral raises",30.5381464234446,2342.64,0.500512242598094,1.33558816785141,0.541167664670659,0.701928791398779,808.01,61.5931767541559,1195.7976,74424254780261761024,"Medium"
"77",36.85,"Male","76.15","1.82",191.78,120.66,50.15,1.49,1431.59,"Cardio",26.7087075656934,2.8,3.98,2,22.99,3.02,0.03,190.36,76.31,50.8,1891,"Other","Snack","Vegan",2.45,2418.4,109.9,331.8,"Grilled",39.98,60.13,2.42,"Seated Rows",4.02,18.95,"Strengthens triceps and chest",343.73,"Quadriceps, Hamstrings, Glutes","Barbell","Beginner","Abs","Wrist Extensors","Triceps dips",22.9893732640985,1523.88,0.499671890175079,1.00210111621799,0.497846501447433,0.629158410678903,459.41,55.8113191887245,1024.3154,74619076926453153792,"Medium"
"78",18.8,"Female","127.92","1.92",184.44,168.17,69.96,1.26,1211.62,"Cardio",32.1374824418668,3,3.99,2,34.7,2.99,0,233.71,93.24,61.85,3376,"Other","Breakfast","Paleo",17.72,2486.74,265.81,211.02,"Steamed",40.98,19.66,1.81,"Calf Raises",4.01,16.91,"Builds explosive power",342.75,"Core","Pull-up Bar","Beginner","Abs","Quads","Barbell curls",34.7005208333333,1864.45,0.501402558395237,0.728893058161351,0.857879105520615,0.911787031012796,2164.38,86.809732460364,863.73,72899055427281534976,"Medium"
"79",24.11,"Male","58.82","1.76",189.09,129.86,72.93,0.63,415.42,"Yoga",23.0421999447888,1.69,3.04,1,18.99,2.99,4,296.4,119.17,79.57,1760,"Other","Snack","Vegetarian",6.13,899.07,125.65,396.65,"Roasted",58.11,95.88,4.02,"Calf Raises",5,21.06,"Improves balance and coordination",339.54,"Upper Back, Rear Deltoids","Bench or Chair","Advanced","Abs","Lateral","Concentration curls",18.9888946280992,2378.41,0.498484281515802,2.02601156069364,0.490099862258953,0.686762917129409,1344.58,45.2665779924752,427.8204,67506295346297831424,"Medium"
"80",41.04,"Female","82.17","1.66",176.8,138.34,74.12,1.98,2060.78,"Cardio",30.2847765795307,3.5,4.99,3,29.82,3.99,2.02,265.42,106.58,71.22,2327,"Other","Snack","Vegan",45.23,591.33,78.78,222.77,"Roasted",27.89,5.72,3.1,"Dragon Flags",4.01,14.98,"Builds explosive upper body power",346.59,"Upper Back, Rear Deltoids","Resistance Band or Cable Machine","Beginner","Shoulders","Wrist Flexors","Leg curls",29.8192771084337,2128.98,0.498680119118075,1.2970670561032,0.625438254772107,0.782466063348416,266.22,57.2849990845996,1372.4964,79844171623285194752,"Medium"
"81",42.15,"Female","60.3","1.74",194.87,140.88,52.12,1.79,2097.52,"Strength",20.8660609562137,2.69,5.02,3,19.92,2.99,-0.03,201.73,80.56,53.87,1844,"Other","Snack","Keto",34.93,2080.29,206.99,428.49,"Boiled",9.22,19.88,1.18,"Plyometric Push-ups",5,15.99,"Improves posture and strengthens upper back",364.54,"Full Core","Parallel Bars or Chair","Advanced","Shoulders","Anterior","Plate pinch",19.9167657550535,1613.99,0.499953531310603,1.33598673300166,0.621786339754816,0.722943500795402,-253.52,47.7177652434031,1305.0532,1.20607949604287e+20,"Very High"
"82",28.23,"Male","79.51","1.59",180.81,130.24,54.05,1.48,1950.34,"HIIT",32.3757224843065,1.51,3.02,1,31.45,1.98,0.06,207.92,83.89,56.62,2204,"Other","Lunch","Paleo",17.69,163.98,175.8,289.93,"Raw",10.4,95.71,1.51,"Dead Bugs",5,16.05,"Builds calf muscles",359.58,"Core, Shoulders, Legs","Parallel Bars or Chair","Intermediate","Legs","Anterior","Triceps dips",31.4504964202365,1676.82,0.49598645054329,1.05508741038863,0.601057115809404,0.720314141916929,253.66,53.7680630527279,1064.3568,1.07838153970037e+20,"High"
"83",53.32,"Female","55.68","1.55",170.93,140.91,53.96,1.13,814.28,"Yoga",23.8028803561419,1.8,3.98,2,23.18,2.02,0,218.11,86.97,57.62,1686,"Other","Snack","Vegetarian",39.62,1265.94,117.13,208.38,"Boiled",39.11,9.17,1.67,"Glute Bridges",5,23.99,"Targets upper chest",331.29,"Core, Obliques","Bench or Step","Advanced","Arms","Lower Chest","Plate pinch",23.1758584807492,1738.9,0.501719477830813,1.56196120689655,0.743352996494828,0.824372550166735,871.72,42.4265562177002,748.7154,55219924935451934720,"Low"
"84",43.07,"Male","66.62","1.85",169.95,121.09,58.27,1.18,1038.4,"Cardio",20.6255494613894,3.2,1.98,1,19.47,2.99,1.01,294.52,116.97,78.33,1625,"Other","Dinner","Paleo",18.37,2220.22,103.57,440.52,"Grilled",11.29,69.08,1.42,"Calf Raises",5.01,23.97,"Targets upper chest",368.93,"Lower Back, Glutes","Resistance Band or Cable Machine","Intermediate","Shoulders","Grip Strength","Incline cable crossovers",19.4653031409788,2350.93,0.501112325760444,1.75577904533173,0.5625,0.712503677552221,586.6,52.8792589488224,870.6748,1.32998548059455e+20,"Very High"
